publisher_name,id,message,severity,category,count,spend_category,spend_category_year,Publisher
ec-near,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,1,> 1B,2020,European Commission - Neighbourhood and Enlargement Negotiations
ec-near,9.16.1,The CRS channel code is invalid.,error,classifications,1,> 1B,2020,European Commission - Neighbourhood and Enlargement Negotiations
ec-near,9.17.1,The CRS other flag code is invalid.,error,classifications,260,> 1B,2020,European Commission - Neighbourhood and Enlargement Negotiations
ec-near,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,470,> 1B,2020,European Commission - Neighbourhood and Enlargement Negotiations
ec-near,9.76.1,The OECD DAC sector is invalid.,error,classifications,161,> 1B,2020,European Commission - Neighbourhood and Enlargement Negotiations
ecdpm,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,18,> 1M & <= 10M,2021,ECDPM
ecdpm,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,15,> 1M & <= 10M,2021,ECDPM
ecdpm,8.8.3,The baseline value should be omitted for qualitative measures.,warning,performance,30,> 1M & <= 10M,2021,ECDPM
ecdpm,1.1.2,The activity identifier must be unique for each activity.,error,identifiers,1,> 1M & <= 10M,2021,ECDPM
ecdpm,4.4.1,The description must contain narrative content.,error,information,12,> 1M & <= 10M,2021,ECDPM
ecdpm,1.8.1,The participating-org identifier should not start or end with spaces or newlines.,warning,participating,6,> 1M & <= 10M,2021,ECDPM
ecdpm,1.9.1,The participating-org activity identifier should not start or end with spaces or newlines.,warning,participating,7,> 1M & <= 10M,2021,ECDPM
ecdpm,8.6.1,The start date of the indicator period must be before the end date of the indicator period.,error,performance,1,> 1M & <= 10M,2021,ECDPM
edt_kenya,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,3,> 1M & <= 10M,2019,Education Development Trust
edt_kenya,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,> 1M & <= 10M,2019,Education Development Trust
efi,3.4.2,"Percentage values for recipient countries or regions, must add up to 100%.",error,geo,1,> 1M & <= 10M,2020,European Forest Institute
ehpea,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,4,<=1M,2020,Ethiopian Horticulture Producer Exporters Association (EHPEA)
ehpea,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,<=1M,2020,Ethiopian Horticulture Producer Exporters Association (EHPEA)
ehpea,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,<=1M,2020,Ethiopian Horticulture Producer Exporters Association (EHPEA)
ehpea,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,<=1M,2020,Ethiopian Horticulture Producer Exporters Association (EHPEA)
eib,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,538,> 100M & <= 1B,2021,European Investment Bank
eib,9.23.1,The default finance type is invalid.,error,classifications,1,> 100M & <= 1B,2021,European Investment Bank
eip,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,28,No spend data for 2019-2021,,European Institute of Peace
eip,1.9.1,The participating-org activity identifier should not start or end with spaces or newlines.,warning,participating,1,No spend data for 2019-2021,,European Institute of Peace
eip,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,20,No spend data for 2019-2021,,European Institute of Peace
eip,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,41,No spend data for 2019-2021,,European Institute of Peace
eip,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,No spend data for 2019-2021,,European Institute of Peace
elrha,4.3.1,The title must contain narrative content.,error,information,3,> 1M & <= 10M,2020,Elrha
elrha,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2020,Elrha
elrha,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,> 1M & <= 10M,2020,Elrha
elsam,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,1,No spend data for 2019-2021,,Institute for Policy Research and Advocacy (ELSAM)
enabel,4.5.1,"The organisation should specify a default language, or the language should be specified for each narrative element.",error,information,2,No spend data for 2019-2021,,Belgian development agency (Enabel)
enabel,7.5.3,Budget Period must not be longer than one year.,error,financial,48,No spend data for 2019-2021,,Belgian development agency (Enabel)
ethiopiaiduk,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,10,> 1M & <= 10M,2021,Ethiopiaid UK
f-aids,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,12,> 1M & <= 10M,2019,Frontline AIDS
f-aids,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,18,> 1M & <= 10M,2019,Frontline AIDS
f-aids,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,270,> 1M & <= 10M,2019,Frontline AIDS
f-aids,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,5,> 1M & <= 10M,2019,Frontline AIDS
f-aids,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,25,> 1M & <= 10M,2019,Frontline AIDS
f-aids,8.11.1,A reference code must only be declared at result OR result indicator level.,error,performance,57,> 1M & <= 10M,2019,Frontline AIDS
f-aids,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,130,> 1M & <= 10M,2019,Frontline AIDS
f-aids,4.4.1,The description must contain narrative content.,error,information,211,> 1M & <= 10M,2019,Frontline AIDS
f-aids,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,> 1M & <= 10M,2019,Frontline AIDS
f-aids,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,4,> 1M & <= 10M,2019,Frontline AIDS
f-aids,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2019,Frontline AIDS
f2a,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,Faith to Action Network
f2a,11.1.5,The actual end date of the activity must not be in the future.,error,iati,1,No spend data for 2019-2021,,Faith to Action Network
f2a,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,6,No spend data for 2019-2021,,Faith to Action Network
f2a,0.3.1,"Element 'transaction-date', attribute 'iso-date': '2020/10/01' is not a valid value of the atomic type 'xs:date'.
",critical,schema,2,No spend data for 2019-2021,,Faith to Action Network
fa,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,1,No spend data for 2019-2021,,Farm Africa
fa,7.5.3,Budget Period must not be longer than one year.,error,financial,7,No spend data for 2019-2021,,Farm Africa
fa,9.76.1,The OECD DAC sector is invalid.,error,classifications,36,No spend data for 2019-2021,,Farm Africa
fa,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,3,No spend data for 2019-2021,,Farm Africa
fa,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,68,No spend data for 2019-2021,,Farm Africa
fa,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,12,No spend data for 2019-2021,,Farm Africa
fa,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,error,information,243,No spend data for 2019-2021,,Farm Africa
fa,0.3.1,"Element 'value': The attribute 'value-date' is required but missing.
",critical,schema,48,No spend data for 2019-2021,,Farm Africa
fa,0.3.1,"Element 'value': This element is not expected. Expected is ( transaction-date ).
",critical,schema,75,No spend data for 2019-2021,,Farm Africa
fao,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,169,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,1746,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,6.10.1,The participating organisation must have an identifier or a narrative.,error,participating,197,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,11.1.5,The actual end date of the activity must not be in the future.,error,iati,8,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,9.50.1,The recipient country code is invalid.,error,geo,43,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,330,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fao,7.5.3,Budget Period must not be longer than one year.,error,financial,4884,> 1B,2020,Food and Agriculture Organization of the United Nations (FAO)
fcam,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,4,> 1M & <= 10M,2020,Fondo Centroamericano de Mujeres
fcdf,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,2,No spend data for 2019-2021,,Family Counseling and Development Foundation
fcdf,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,No spend data for 2019-2021,,Family Counseling and Development Foundation
fcdf,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,No spend data for 2019-2021,,Family Counseling and Development Foundation
fcdf,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,No spend data for 2019-2021,,Family Counseling and Development Foundation
fcdf,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,3,No spend data for 2019-2021,,Family Counseling and Development Foundation
fcdo,11.1.1,The last updated datetime of the activity must not be in the future.,error,information,4,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,11.1.2,The planned start date of the activity must be before the planned end date.,error,iati,20,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,2,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,1,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,error,information,34828,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,27,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,40,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,1,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,1.3.13,"The iati-identifier must not contain any of the symbols /, &, | or ?.",warning,identifiers,206,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,7.9.4,"When a single budget item is declared, the percentage must either be omitted, or set to 100.",warning,financial,473,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,8.6.3,The start of the period must be before the end of the period.,error,financial,6,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.101.1,The recipient country code is invalid.,error,documents,1,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.14.1,The country budget item identifier is invalid.,error,classifications,25,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.16.1,The CRS channel code is invalid.,error,classifications,82,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.27.1,The document format is invalid.,error,documents,1363,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.50.1,The recipient country code is invalid.,error,geo,53,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,9.99.1,The document category code is invalid.,error,documents,4,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,7.9.2,"Percentage values for budget items, should add up to 100%.",warning,financial,734,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,11.1.4,The actual start date of the activity must not be in the future.,error,iati,10,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,510,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,20,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,11.1.3,The actual start date of the activity must be before the actual end date.,error,iati,20,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fcdo,7.5.3,Budget Period must not be longer than one year.,error,financial,178,> 1B,2019,"UK - Foreign, Commonwealth and Development Office"
fh,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,26,<=1M,2021,Food for the Hungry UK
fh,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,2,<=1M,2021,Food for the Hungry UK
fiftyfifty-lb,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,1,No spend data for 2019-2021,,Fiftyfifty
fimi_iiwf_2019,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,> 1M & <= 10M,2019,International Indigenous Women Forum
fimi_iiwf_2019,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2019,International Indigenous Women Forum
fimi_iiwf_2019,8.11.1,A reference code must only be declared at result OR result indicator level.,error,performance,2,> 1M & <= 10M,2019,International Indigenous Women Forum
fimi_iiwf_2019,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,1,> 1M & <= 10M,2019,International Indigenous Women Forum
fimi_iiwf_2019,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,2,> 1M & <= 10M,2019,International Indigenous Women Forum
finance_canada,9.99.1,The document category code is invalid.,error,documents,30,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,1.1.2,The activity identifier must be unique for each activity.,error,identifiers,1,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,9.50.1,The recipient country code is invalid.,error,geo,3,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,9.51.1,The recipient region code is invalid.,error,geo,21,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,0.3.1,"Element 'result': Missing child element(s). Expected is ( indicator ).
",critical,schema,76,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,8.6.3,The start of the period must be before the end of the period.,error,financial,2,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finance_canada,0.3.1,"Element 'period-end', attribute 'iso-date': '' is not a valid value of the atomic type 'xs:date'.
",critical,schema,21,No spend data for 2019-2021,,Canada Department of Finance / Ministère des Finances Canada
finland_mfa,9.76.1,The OECD DAC sector is invalid.,error,classifications,1,> 1B,2019,Finland - Ministry for Foreign Affairs
fipag,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2019,Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG)
fipag,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,1,> 1M & <= 10M,2019,Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG)
fipag,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,2,> 1M & <= 10M,2019,Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG)
fmo,0.3.1,"Element 'description': This element is not expected. Expected is ( ##other* ).
",critical,schema,1092,No spend data for 2019-2021,,FMO
fmo,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,22,No spend data for 2019-2021,,FMO
fmo,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,43,No spend data for 2019-2021,,FMO
fmo,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,60,No spend data for 2019-2021,,FMO
fmo,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,6,No spend data for 2019-2021,,FMO
fmo,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,6,No spend data for 2019-2021,,FMO
fmo,4.4.1,The description must contain narrative content.,error,information,22,No spend data for 2019-2021,,FMO
fms,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2021,Fundación Fondo Mujeres del Sur
fms,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 1M & <= 10M,2021,Fundación Fondo Mujeres del Sur
fo_germany,0.3.1,"Element 'recipient-country': The attribute 'code' is required but missing.
",critical,schema,1096,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,11.2.1,The transaction date must not be in the future.,error,financial,1,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,11.2.2,The transaction value date must not be in the future.,error,financial,1,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,0.3.1,"Element 'recipient-country': This element is not expected. Expected is one of ( recipient-region, location, sector, tag, country-budget-items, humanitarian-scope, policy-marker, collaboration-type, default-flow-type, default-finance-type ).
",critical,schema,5,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,25,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,3,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,0.3.1,"Element 'sector': The attribute 'code' is required but missing.
",critical,schema,108,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,9.21.1,The default aid type is invalid.,error,classifications,2,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,12.1.1,The country/region percentage value must be between 0.0 and 100.0 (inclusive).,error,geo,2,No spend data for 2019-2021,,Germany - Federal Foreign Office
fo_germany,9.76.1,The OECD DAC sector is invalid.,error,classifications,1,No spend data for 2019-2021,,Germany - Federal Foreign Office
foenl,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,2,> 10M & <= 100M,2020,Milieudefensie
foenl,1.7.1,The related activity identifier should not start or end with spaces or newlines.,warning,relations,11,> 10M & <= 100M,2020,Milieudefensie
foenl,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,6,> 10M & <= 100M,2020,Milieudefensie
foenl,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 10M & <= 100M,2020,Milieudefensie
foenl,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,1,> 10M & <= 100M,2020,Milieudefensie
foenl,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,1,> 10M & <= 100M,2020,Milieudefensie
foenl,7.5.3,Budget Period must not be longer than one year.,error,financial,1,> 10M & <= 100M,2020,Milieudefensie
foenl,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,2,> 10M & <= 100M,2020,Milieudefensie
foenl,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,> 10M & <= 100M,2020,Milieudefensie
foenl,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 10M & <= 100M,2020,Milieudefensie
foenl,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,12,> 10M & <= 100M,2020,Milieudefensie
foundation_center,0.1.1,"Premature end of data in tag participating-org line 1
",critical,iati,1,No spend data for 2019-2021,,The Foundation Center
france,11.1.5,The actual end date of the activity must not be in the future.,error,iati,33,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,11.1.2,The planned start date of the activity must be before the planned end date.,error,iati,6,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,11.1.4,The actual start date of the activity must not be in the future.,error,iati,2,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,0.1.1,"Excessive depth in document: 256 use XML_PARSE_HUGE option
",critical,iati,1,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,11.2.1,The transaction date must not be in the future.,error,financial,2,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,1.3.1,The iati-identifier should not start or end with spaces or newlines.,warning,identifiers,6,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,4.4.1,The description must contain narrative content.,error,information,56,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,1.1.2,The activity identifier must be unique for each activity.,error,identifiers,10,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
france,11.2.2,The transaction value date must not be in the future.,error,financial,2,> 1M & <= 10M,2019,France - Ministry for Europe and Foreign Affairs
free_press_unlimited,2.2.1,"When using a reporting organisation sector code (vocabulary 98 or 99), it must include a narrative.",error,classifications,2,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,13,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,1,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,3,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,1,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,7.5.3,Budget Period must not be longer than one year.,error,financial,2,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,4,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2020,Free Press Unlimited
free_press_unlimited,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,> 1M & <= 10M,2020,Free Press Unlimited
freeagirl,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,<=1M,2020,Free a Girl
freeagirl,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,2,<=1M,2020,Free a Girl
fs,0.1.1,"SYSTEM or PUBLIC, the URI is missing
",critical,iati,1,No spend data for 2019-2021,,Forever Sabah
fwf,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,15,> 10M & <= 100M,2019,Fair Wear Foundation
fwf,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,> 10M & <= 100M,2019,Fair Wear Foundation
fwf,1.7.1,The related activity identifier should not start or end with spaces or newlines.,warning,relations,17,> 10M & <= 100M,2019,Fair Wear Foundation
g3w-m3m_admin,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,2,> 1M & <= 10M,2019,Viva Salud
g3w-m3m_admin,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2019,Viva Salud
gac-amc,9.35.1,The location class code is invalid.,error,geo,39,> 1B,2019,Canada - Global Affairs Canada | Affaires mondiales Canada
gac-amc,11.1.3,The actual start date of the activity must be before the actual end date.,error,iati,2,> 1B,2019,Canada - Global Affairs Canada | Affaires mondiales Canada
gac-amc,6.11.1,The activity must have a planned start date or an actual start date.,error,information,3,> 1B,2019,Canada - Global Affairs Canada | Affaires mondiales Canada
gain,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,373,> 10M & <= 100M,2019,The Global Alliance for Improved Nutrition
galvmed,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,1,> 10M & <= 100M,2021,Global Alliance for Livestock Veterinary Medicines
galvmed,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,1,> 10M & <= 100M,2021,Global Alliance for Livestock Veterinary Medicines
galvmed,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,> 10M & <= 100M,2021,Global Alliance for Livestock Veterinary Medicines
gavi,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,2,> 1B,2021,"Gavi, the vaccine alliance"
gavi,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,1,> 1B,2021,"Gavi, the vaccine alliance"
gavi,11.1.4,The actual start date of the activity must not be in the future.,error,iati,2,> 1B,2021,"Gavi, the vaccine alliance"
gb-chc-220949,0.1.1,"Opening and ending tag mismatch: hr line 5 and script
",critical,iati,3,No spend data for 2019-2021,,British Red Cross
